task_id,condition,injected_failure_type,af_class,af_score,combined_pass_at_k,recovery_successful,recovery_steps,termination_reason,wall_time_s,timestamp
HumanEval/29,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,156.73,2026-04-23T08:41:48.576616+00:00
HumanEval/30,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,101.32,2026-04-23T08:43:29.898405+00:00
HumanEval/30,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,116.92,2026-04-23T08:45:26.821949+00:00
HumanEval/30,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,96.08,2026-04-23T08:47:02.903340+00:00
HumanEval/30,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,207.86,2026-04-23T08:50:30.759827+00:00
HumanEval/30,C,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,438.05,2026-04-23T08:57:48.807014+00:00
HumanEval/30,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,306.70,2026-04-23T09:02:55.504303+00:00
HumanEval/31,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,127.60,2026-04-23T09:05:03.108598+00:00
HumanEval/31,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,107.85,2026-04-23T09:06:50.959844+00:00
HumanEval/31,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,150.27,2026-04-23T09:09:21.234542+00:00
HumanEval/31,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,189.13,2026-04-23T09:12:30.366580+00:00
HumanEval/31,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,186.34,2026-04-23T09:15:36.708199+00:00
HumanEval/31,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,155.74,2026-04-23T09:18:12.445783+00:00
HumanEval/32,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,119.17,2026-04-23T09:20:11.617320+00:00
HumanEval/32,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,158.56,2026-04-23T09:22:50.182222+00:00
HumanEval/32,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,283.18,2026-04-23T09:27:33.361199+00:00
HumanEval/32,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,164.34,2026-04-23T09:30:17.703664+00:00
HumanEval/32,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,495.54,2026-04-23T09:38:33.244045+00:00
HumanEval/32,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,305.37,2026-04-23T09:43:38.611652+00:00
HumanEval/33,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,123.22,2026-04-23T09:45:41.836829+00:00
HumanEval/33,A,ctx_overflow,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,161.50,2026-04-23T09:48:23.333495+00:00
HumanEval/33,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,147.73,2026-04-23T09:50:51.069902+00:00
HumanEval/33,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,221.00,2026-04-23T09:54:32.073392+00:00
HumanEval/33,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,247.51,2026-04-23T09:58:39.586809+00:00
HumanEval/33,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,153.47,2026-04-23T10:01:13.055592+00:00
HumanEval/34,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,170.59,2026-04-23T10:04:03.650040+00:00
HumanEval/34,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,160.43,2026-04-23T10:06:44.077655+00:00
HumanEval/34,A,timeout,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,353.53,2026-04-23T10:12:37.607512+00:00
HumanEval/34,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,188.48,2026-04-23T10:15:46.083585+00:00
HumanEval/34,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,179.96,2026-04-23T10:18:46.041423+00:00
HumanEval/34,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,147.97,2026-04-23T10:21:14.014170+00:00
HumanEval/35,A,hallucination,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,337.70,2026-04-23T10:26:51.713678+00:00
HumanEval/35,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,236.46,2026-04-23T10:30:48.169981+00:00
HumanEval/35,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,181.97,2026-04-23T10:33:50.136955+00:00
HumanEval/35,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,89.06,2026-04-23T10:35:19.196161+00:00
HumanEval/35,C,ctx_overflow,correct,-0.015714,0.000000,True,2,G5_PLATEAU: af_delta=-0.1571 < 0.05,414.23,2026-04-23T10:42:13.424175+00:00
HumanEval/35,C,timeout,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,681.60,2026-04-23T10:53:35.022495+00:00
HumanEval/36,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,198.76,2026-04-23T10:56:53.782488+00:00
HumanEval/36,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,189.87,2026-04-23T11:00:03.655952+00:00
HumanEval/36,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,136.22,2026-04-23T11:02:19.876512+00:00
HumanEval/36,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,247.87,2026-04-23T11:06:27.750337+00:00
HumanEval/36,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,316.87,2026-04-23T11:11:44.616552+00:00
HumanEval/36,C,timeout,correct,-0.013200,0.000000,True,2,G5_PLATEAU: af_delta=-0.1320 < 0.05,343.31,2026-04-23T11:17:27.930657+00:00
HumanEval/37,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,99.88,2026-04-23T11:19:07.815636+00:00
HumanEval/37,A,ctx_overflow,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,526.10,2026-04-23T11:27:53.915986+00:00
HumanEval/37,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,133.57,2026-04-23T11:30:07.481557+00:00
HumanEval/37,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,226.27,2026-04-23T11:33:53.755873+00:00
HumanEval/37,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,180.32,2026-04-23T11:36:54.075794+00:00
HumanEval/37,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,315.27,2026-04-23T11:42:09.351463+00:00
HumanEval/38,A,hallucination,ERROR,,,,,Expecting value: line 307 column 1 (char 1683),64.61,2026-04-23T11:43:13.958776+00:00
HumanEval/38,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,321.80,2026-04-23T11:48:35.760913+00:00
HumanEval/38,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,179.38,2026-04-23T11:51:35.146442+00:00
HumanEval/38,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,199.60,2026-04-23T11:54:54.745218+00:00
HumanEval/38,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,220.40,2026-04-23T11:58:35.149207+00:00
HumanEval/38,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,169.20,2026-04-23T12:01:24.345486+00:00
HumanEval/39,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,463.39,2026-04-23T12:09:07.736223+00:00
HumanEval/39,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,168.97,2026-04-23T12:11:56.704847+00:00
HumanEval/39,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,154.27,2026-04-23T12:56:49.697247+00:00
HumanEval/39,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,161.79,2026-04-23T12:59:31.487882+00:00
HumanEval/39,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,156.38,2026-04-23T13:02:07.870907+00:00
HumanEval/39,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,188.32,2026-04-23T13:05:16.188818+00:00
HumanEval/40,A,hallucination,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,233.17,2026-04-23T13:09:09.356503+00:00
HumanEval/40,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,249.51,2026-04-23T13:13:18.868087+00:00
HumanEval/40,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,196.01,2026-04-23T13:16:34.877752+00:00
HumanEval/40,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,331.80,2026-04-23T13:22:06.682924+00:00
HumanEval/40,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,275.46,2026-04-23T13:26:42.144419+00:00
HumanEval/40,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,213.48,2026-04-23T13:30:15.625174+00:00
HumanEval/41,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,105.50,2026-04-23T13:32:01.125765+00:00
HumanEval/41,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,215.04,2026-04-23T13:35:36.166403+00:00
HumanEval/41,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,144.47,2026-04-23T13:38:00.639675+00:00
HumanEval/41,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,204.20,2026-04-23T13:41:24.840184+00:00
HumanEval/41,C,ctx_overflow,correct,0.001467,0.000000,True,3,G5_PLATEAU: af_delta=0.0147 < 0.05,1530.97,2026-04-23T14:06:55.808672+00:00
HumanEval/41,C,timeout,correct,-0.012833,0.000000,True,3,G5_PLATEAU: af_delta=-0.1283 < 0.05,786.78,2026-04-23T14:20:02.588070+00:00
HumanEval/42,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,253.34,2026-04-23T14:24:15.931246+00:00
HumanEval/42,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,279.93,2026-04-23T14:28:55.867177+00:00
HumanEval/42,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,208.31,2026-04-23T14:32:24.177753+00:00
HumanEval/42,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,780.71,2026-04-23T14:45:24.883823+00:00
HumanEval/42,C,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,884.44,2026-04-23T15:00:09.325561+00:00
HumanEval/42,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,455.44,2026-04-23T15:07:44.762064+00:00
HumanEval/43,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.33,2026-04-23T15:09:01.092150+00:00
HumanEval/43,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,211.30,2026-04-23T15:12:32.389779+00:00
HumanEval/43,A,timeout,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,489.23,2026-04-23T15:20:41.622517+00:00
HumanEval/43,C,hallucination,ERROR,,,,,LLM call exceeded 120s wall-clock timeout (attempt 3/3),1789.89,2026-04-23T15:50:31.509272+00:00
HumanEval/43,C,ctx_overflow,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,1226.13,2026-04-23T16:10:57.640732+00:00
HumanEval/43,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,2207.99,2026-04-23T16:47:45.632212+00:00
HumanEval/44,A,hallucination,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,439.67,2026-04-23T16:55:05.305182+00:00
HumanEval/44,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,762.57,2026-04-23T17:07:47.878823+00:00
HumanEval/44,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,1094.92,2026-04-23T17:26:02.804469+00:00
HumanEval/44,C,hallucination,ERROR,,,,,Connection error.,671.18,2026-04-23T17:37:13.986894+00:00
HumanEval/44,C,ctx_overflow,ERROR,,,,,Connection error.,4415.74,2026-04-23T18:50:49.727101+00:00
HumanEval/44,C,timeout,ERROR,,,,,Connection error.,2.65,2026-04-23T18:50:52.382738+00:00
HumanEval/45,A,hallucination,ERROR,,,,,Connection error.,1.64,2026-04-23T18:50:54.028986+00:00
HumanEval/45,A,ctx_overflow,ERROR,,,,,Connection error.,2.22,2026-04-23T18:50:56.253099+00:00
HumanEval/45,A,timeout,ERROR,,,,,Connection error.,1.68,2026-04-23T18:50:57.937943+00:00
HumanEval/45,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,1265.66,2026-04-23T19:12:03.596201+00:00
HumanEval/45,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,186.46,2026-04-23T19:15:10.067164+00:00
HumanEval/45,C,timeout,degraded,0.056650,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,572.58,2026-04-23T19:24:42.653692+00:00
HumanEval/46,A,hallucination,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,310.64,2026-04-23T19:29:53.290561+00:00
HumanEval/46,A,ctx_overflow,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,227.57,2026-04-23T19:33:40.865454+00:00
HumanEval/46,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,444.43,2026-04-23T19:41:05.301116+00:00
HumanEval/46,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,274.83,2026-04-23T19:45:40.128630+00:00
HumanEval/46,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,554.07,2026-04-23T19:54:54.200433+00:00
HumanEval/46,C,timeout,correct,0.001523,0.000000,True,3,G5_PLATEAU: af_delta=0.0152 < 0.05,1343.62,2026-04-23T20:17:17.820069+00:00
HumanEval/47,A,hallucination,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,208.64,2026-04-23T20:20:46.461711+00:00
HumanEval/47,A,ctx_overflow,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,395.60,2026-04-23T20:27:22.061584+00:00
HumanEval/47,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.30,2026-04-23T20:28:44.365444+00:00
HumanEval/47,C,hallucination,ERROR,,,,,LLM call exceeded 120s wall-clock timeout (attempt 3/3),1820.03,2026-04-23T20:59:04.395816+00:00
HumanEval/47,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,870.84,2026-04-23T21:13:35.236151+00:00
HumanEval/47,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,203.50,2026-04-23T21:36:13.999972+00:00
HumanEval/48,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,221.78,2026-04-23T21:39:55.782039+00:00
HumanEval/48,A,ctx_overflow,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,292.85,2026-04-23T21:44:48.634766+00:00
HumanEval/48,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,1239.76,2026-04-23T22:05:28.397283+00:00
HumanEval/48,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,995.17,2026-04-23T22:22:03.568906+00:00
HumanEval/48,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,156.46,2026-04-23T22:24:40.028613+00:00
HumanEval/48,C,timeout,correct,-0.009167,0.000000,True,2,G5_PLATEAU: af_delta=-0.0917 < 0.05,1373.76,2026-04-23T22:47:33.791978+00:00
HumanEval/49,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,112.50,2026-04-23T22:49:26.298263+00:00
HumanEval/49,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.66,2026-04-23T22:50:32.961905+00:00
HumanEval/49,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,232.47,2026-04-23T22:54:25.437148+00:00
HumanEval/49,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,648.12,2026-04-23T23:05:13.560125+00:00
HumanEval/49,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,386.88,2026-04-23T23:11:40.440763+00:00
HumanEval/49,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,212.93,2026-04-23T23:15:13.376173+00:00
